Movie_Name,Genre,Ratings,Duration,Voting_counts
The Colors Within,Animation,7.1,101.0,1300.0
The Night Before Christmas in Wonderland,Animation,6.3,80.0,536.0
Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',Animation,8.8,90.0,1400.0
Ghost Cat Anzu,Animation,6.5,97.0,936.0
Given the Movie: Hiiragi Mix,Animation,7.6,70.0,297.0
Super-Charlie,Animation,5.7,82.0,237.0
Angelo dans la forêt mystérieuse,Animation,6.0,81.0,167.0
Ryan's World the Movie: Titan Universe Adventure,Animation,1.8,80.0,773.0
Grand Theft Hamlet,Animation,6.9,89.0,2300.0
Savages,Animation,6.8,87.0,513.0
Baki Hanma VS Kengan Ashura,Animation,5.7,62.0,2100.0
A Few Moments of Cheers,Animation,7.1,68.0,65.0
Hola Frida,Animation,6.8,82.0,76.0
Into the Mortal World,Animation,7.0,118.0,262.0
Rafadan Tayfa: Kapadokya,Animation,6.4,84.0,153.0
Out of the Nest,Animation,6.4,84.0,144.0
"Die Heinzels: Neue Mützen, Neue Mission",Animation,6.0,76.0,119.0
Fureru,Animation,6.2,107.0,78.0
The Quintessential Quintuplets Specials 2,Animation,6.8,46.0,209.0
God with Three Eyes,Animation,5.8,112.0,36.0
The Proud Princess,Animation,6.3,84.0,166.0
Living Large,Animation,6.9,80.0,205.0
Inanimate Insanity II: The Movie,Animation,8.3,106.0,271.0
Norbert,Animation,6.7,75.0,20.0
SuperKlaus,Animation,4.3,88.0,220.0
Among Neighbors,Animation,9.6,100.0,54.0
Boonie Bears: Time Twist,Animation,5.9,105.0,187.0
Peppa's Cinema Party,Animation,4.9,65.0,160.0
Kuramerukagari,Animation,5.8,61.0,93.0
Where the Robots Grow,Animation,2.6,88.0,541.0
Astra,Animation,6.8,80.0,9.0
Kizumonogatari: Koyomi Vamp,Animation,7.1,144.0,126.0
(S)KiDS,Animation,8.2,85.0,166.0
"Ado SPECIAL LIVE ""Shinzou"" in Cinema",Animation,9.0,140.0,60.0
Quo Vadis,Animation,7.6,90.0,808.0
Tobias and the Arcane Merchant,Animation,8.9,167.0,50.0
Woolina and the No Birds,Animation,8.2,80.0,54.0
Trapezium,Animation,6.2,95.0,184.0
Double Tuckerr,Animation,5.2,120.0,1500.0
Rock Bottom,Animation,6.3,86.0,72.0
Mariposas Negras,Animation,7.0,83.0,80.0
Terra Incognita 1901,Animation,5.2,78.0,73.0
DreadClub: Vampire's Verdict,Animation,5.0,88.0,80.0
Bocchi the Rock! Recap Part 1,Animation,7.5,90.0,218.0
The Hyperboreans,Animation,6.5,71.0,128.0
Maxxie LaWow: Drag Super-shero,Animation,7.5,114.0,342.0
Schirkoa: In Lies We Trust,Animation,5.5,103.0,177.0
Hello My Beautiful Creatures,Animation,6.8,142.0,178.0
PAPmusic - Animation for Fashion,Animation,1.1,85.0,208.0
Bloody Escape: Bats out of Hell,Animation,5.3,100.0,64.0
Olivia & the Clouds,Animation,7.1,81.0,72.0
Bocchi the Rock! Recap Part 2,Animation,7.4,77.0,157.0
Mustafa,Animation,6.9,75.0,77.0
Le parfum d'Irak,Animation,7.9,95.0,54.0
TWST: Things We Said Today,Animation,7.0,86.0,70.0
Jon Vardar protiv Galaksijata,Animation,8.2,86.0,79.0
Detective Conan vs. Kid the Phantom Thief,Animation,6.1,81.0,178.0
Lilla spöket Laban spökar igen,Animation,6.1,44.0,35.0
Rhythm of a Flower,Animation,7.3,81.0,15.0
Code Geass: Rozé of the Recapture - Part 1,Animation,7.6,74.0,47.0
Ganbatte Ikimasshoi,Animation,5.6,95.0,20.0
Dinonauts,Animation,6.4,77.0,9.0
Nie Xiaoqian,Animation,6.5,112.0,19.0
The Formula for Water,Animation,4.6,86.0,39.0
Yumi's Cells: The Movie,Animation,6.3,93.0,55.0
Uma & Haggen: Mitos,Animation,7.3,94.0,64.0
Code Geass: Rozé of the Recapture: Part 3,Animation,7.2,76.0,29.0
Rocket Club: Across the Cosmos,Animation,7.5,68.0,22.0
Luv You Shankar,Animation,5.9,120.0,46.0
Transformers: 40th Anniversary Event,Animation,7.2,96.0,31.0
Jin Ling Yu Mao,Animation,5.5,97.0,36.0
Motu Patlu & The Race to the Diamond Valley,Animation,7.9,72.0,29.0
Max Beyond,Animation,6.6,93.0,19.0
Pleasant Goat and Big Big Wolf: The World Guardians,Animation,6.6,96.0,18.0
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,Animation,7.5,50.0,11.0
Ugly Sweater,Animation,5.9,80.0,22.0
Code Geass: Rozé of the Recapture: Part 2,Animation,7.7,76.0,33.0
Animal Tales of Christmas Magic,Animation,6.8,72.0,54.0
"Hey, Tete",Animation,6.4,151.0,9.0
Motu Patlu & The Rise of Zombies,Animation,6.9,74.0,17.0
Zuzubalândia: O Filme,Animation,6.0,60.0,12.0
Day of the Diesels,Animation,6.2,100.0,14.0
"Robotia, the Movie",Animation,7.4,86.0,35.0
Ninja Doomscrolling,Animation,8.1,96.0,104.0
Ya Boy Kongming! Road to Summer Sonia,Animation,7.3,119.0,46.0
Il segreto di Liberato,Animation,7.2,90.0,236.0
Sunburnt Unicorn,Animation,7.7,81.0,13.0
Riki Rhino: The Bird Kingdom,Animation,5.1,109.0,26.0
Bartali's Bicycle,Animation,7.5,80.0,10.0
Code Geass: Rozé of the Recapture: Part 4,Animation,6.6,70.0,19.0
Animal Adventures: Save the Forest,Animation,7.5,85.0,35.0
Bizarros Peixes das Fossas Abissais,Animation,7.6,75.0,16.0
Velký Pán,Animation,6.8,73.0,11.0
Gujeyeog-eseo sal-a dol-aon dwaeji,Animation,5.0,105.0,15.0
Arne Alligator och djungelkompisarna,Animation,4.6,61.0,54.0
The Delegator,Animation,3.8,96.0,19.0
The Car Acrobatic Team Saga,Animation,7.2,112.0,12.0
Young doctor's notes,Animation,3.5,86.0,7.0
The Greatest Surf Movie in the Universe,Animation,4.7,81.0,9.0
Ekip: Siberay - Günes Firtinasi,Animation,6.0,72.0,14.0
Bie ba zuo wen dang hui shi er,Animation,7.2,89.0,12.0
Iris the Movie: Full Energy!!,Animation,7.3,60.0,9.0
Love Live! Nijigasaki High School Idol Club Final Chapter Part 1,Animation,7.0,59.0,18.0
Nasreddin Hoca: Zaman Yolcusu - Kadim Medeniyetler,Animation,7.7,78.0,12.0
Balentes,Animation,7.4,70.0,9.0
Bob a Bobek ve filmu: Na stope Mrkvojeda,Animation,7.1,80.0,39.0
2475 Dawn of Revolution,Animation,6.3,127.0,154.0
Gintama on Theater 2D: Kintama-hen,Animation,6.4,97.0,6.0
Sirds likums,Animation,6.7,65.0,18.0
Gintama the Movie 2D: Courtesan of the Nation Arc,Animation,7.8,109.0,12.0
A Complete Unknown,Biography,7.3,141.0,101000.0
I'm Still Here,Biography,8.2,137.0,119000.0
Better Man,Biography,7.5,135.0,39000.0
The Apprentice,Biography,7.1,122.0,63000.0
William Tell,Biography,5.7,134.0,4900.0
Saturday Night,Biography,6.9,109.0,35000.0
Queer,Biography,6.4,137.0,25000.0
Maria,Biography,6.4,124.0,22000.0
Nr. 24,Biography,7.5,111.0,17000.0
Bob Marley: One Love,Biography,6.2,107.0,36000.0
Unfrosted,Biography,5.5,97.0,36000.0
Young Woman and the Sea,Biography,7.5,129.0,18000.0
Little Bites,Biography,4.7,105.0,1400.0
Joy,Biography,7.1,115.0,11000.0
Reagan,Biography,6.1,141.0,12000.0
Queen of the Ring,Biography,6.3,129.0,2400.0
Ordinary Angels,Biography,7.4,118.0,17000.0
Scoop,Biography,6.5,102.0,21000.0
Back to Black,Biography,6.3,122.0,28000.0
Amaran,Biography,8.1,167.0,21000.0
Bonhoeffer: Pastor. Spy. Assassin.,Biography,6.2,133.0,4100.0
Cabrini,Biography,7.3,142.0,9300.0
El 47,Biography,7.2,110.0,4200.0
Shirley,Biography,6.2,117.0,3500.0
Monsieur Aznavour,Biography,7.3,133.0,3200.0
Race for Glory: Audi vs. Lancia,Biography,5.8,109.0,5400.0
Audrey's Children,Biography,7.1,110.0,493.0
One to One: John & Yoko,Biography,7.3,101.0,806.0
Faith of Angels,Biography,6.1,98.0,330.0
Being Maria,Biography,6.1,100.0,946.0
Rob Peace,Biography,6.6,120.0,2400.0
Super/Man: The Christopher Reeve Story,Biography,8.0,104.0,11000.0
Niki,Biography,6.0,98.0,534.0
Pavements,Biography,7.1,128.0,766.0
Boléro,Biography,6.5,120.0,976.0
The Flood,Biography,6.4,101.0,390.0
Music by John Williams,Biography,8.2,105.0,5300.0
"From Hilde, with Love",Biography,6.9,125.0,1300.0
Chandu Champion,Biography,7.8,142.0,35000.0
Midas Man,Biography,6.4,112.0,1900.0
Prodigieuses,Biography,6.6,101.0,294.0
Marco,Biography,6.8,101.0,1500.0
Liza: A Truly Terrific Absolutely True Story,Biography,7.5,104.0,582.0
Riefenstahl,Biography,7.1,115.0,985.0
Stelios,Biography,7.3,132.0,1600.0
Ataturk II: 1881-1919,Biography,8.8,141.0,2500.0
A Photographic Memory,Biography,7.5,87.0,44.0
Maidaan,Biography,7.9,181.0,23000.0
Amar Singh Chamkila,Biography,7.8,145.0,17000.0
McVeigh,Biography,4.5,90.0,624.0
The Bibi Files,Biography,7.5,115.0,1500.0
Maharaj,Biography,6.5,131.0,15000.0
The Fire Inside,Biography,6.7,109.0,3300.0
Nedelja,Biography,7.2,130.0,1900.0
Avicii - I'm Tim,Biography,7.7,95.0,7700.0
I Am Nevenka,Biography,7.0,112.0,1300.0
Luther: Never Too Much,Biography,8.1,101.0,961.0
Gundi: Legend of Love,Biography,8.9,166.0,5700.0
Federer: Twelve Final Days,Biography,7.3,88.0,4300.0
Goebbels and the Führer,Biography,6.7,135.0,2900.0
From Roger Moore with Love,Biography,7.3,79.0,534.0
Srikanth,Biography,7.4,134.0,14000.0
Nahir,Biography,4.7,122.0,1200.0
Jim Henson: Idea Man,Biography,7.7,111.0,4000.0
Limonov: The Ballad of Eddie,Biography,5.9,138.0,1200.0
Drazen,Biography,6.4,100.0,1800.0
I Am: Celine Dion,Biography,7.7,103.0,8100.0
The Ballad of Davy Crockett,Biography,4.6,96.0,278.0
Invention,Biography,5.9,72.0,160.0
I'm Your Venus,Biography,7.1,85.0,565.0
Road Diary: Bruce Springsteen and the E Street Band,Biography,7.7,99.0,1100.0
Papa,Biography,7.5,131.0,373.0
ZEF: The Story of Die Antwoord,Biography,7.4,90.0,862.0
Hayatla Baris,Biography,6.3,125.0,426.0
Garbo: Where Did You Go?,Biography,5.9,90.0,284.0
Faye,Biography,7.1,91.0,3200.0
Fanon,Biography,6.6,132.0,168.0
O familie aproape perfecta,Biography,5.1,88.0,14.0
Blur: To the End,Biography,7.1,104.0,809.0
The Life and Deaths of Christopher Lee,Biography,7.2,99.0,514.0
Zuckerberg: King of the Metaverse,Biography,5.7,90.0,269.0
Harimau Malaya: The Untold Journey,Biography,8.2,125.0,25.0
Harbin,Biography,6.2,108.0,1300.0
Havnaa,Biography,6.9,110.0,434.0
Freedom,Biography,5.9,110.0,1500.0
Bir Cumhuriyet Sarkisi,Biography,7.4,128.0,1600.0
Quisling: The Final Days,Biography,7.1,146.0,1400.0
National Theatre Live: Nye,Biography,8.1,160.0,294.0
La Casa,Biography,6.9,83.0,1100.0
Biggest Heist Ever,Biography,6.1,85.0,1700.0
Oxana,Biography,6.3,103.0,143.0
The Great Ambition,Biography,7.1,123.0,1000.0
Swatantrya Veer Savarkar,Biography,7.7,176.0,18000.0
Beautiful Rebel,Biography,6.3,112.0,1100.0
Becoming Madonna,Biography,6.8,91.0,502.0
Tears of Cem Karaca,Biography,7.2,123.0,2300.0
The Beach Boys,Biography,7.1,113.0,2300.0
A Bronx Tale: The Original One Man Show,Biography,7.7,95.0,33.0
Unexplainable,Biography,7.1,116.0,365.0
The Divine Sarah Bernhardt,Biography,6.3,98.0,443.0
The Shamrock Spitfire,Biography,5.1,108.0,529.0
Samia,Biography,6.7,102.0,196.0
Ravens,Biography,7.8,117.0,91.0
Elton John: Never Too Late,Biography,6.6,102.0,2100.0
Dharmaveer 2,Biography,5.4,130.0,11000.0
"Disco, Ibiza, Locomia",Biography,6.0,104.0,1600.0
Obraz,Biography,7.4,95.0,32.0
Lula,Biography,5.3,90.0,213.0
A Wolf Among the Swans,Biography,7.4,110.0,32.0
The Truth vs. Alex Jones,Biography,7.5,121.0,3100.0
"Iki Gözüm Ahmet, Sürgün",Biography,3.7,113.0,144.0
Main Atal Hoon,Biography,6.9,139.0,6400.0
John Cranko,Biography,7.0,133.0,231.0
Vindication Swim,Biography,5.9,98.0,234.0
Nasty,Biography,7.7,103.0,1100.0
Jenni,Biography,6.8,113.0,48.0
Vivekam,Biography,8.2,104.0,308.0
Chhatrapati Sambhaji,Biography,5.4,186.0,238.0
Laura,Biography,6.4,104.0,268.0
House of Ga'a,Biography,4.0,119.0,492.0
Miyazaki: L'Esprit de la Nature,Biography,7.1,84.0,335.0
Chhava,Biography,8.4,51.0,2300.0
Ae Watan Mere Watan,Biography,4.7,133.0,1400.0
Ernest Cole: Lost and Found,Biography,7.3,105.0,446.0
Blue Road: The Edna O'Brien Story,Biography,8.0,99.0,108.0
Stevie Van Zandt: Disciple,Biography,7.9,147.0,719.0
The Sidemen Story,Biography,6.7,99.0,1700.0
Kulej. Dwie strony medalu,Biography,6.4,148.0,360.0
Münter & Kandinsky,Biography,6.2,126.0,127.0
Bogart: Life Comes in Flashes,Biography,6.9,99.0,500.0
Marcella,Biography,8.2,97.0,56.0
Suzzanna: The Queen of Black Magic,Biography,6.7,88.0,64.0
Gary,Biography,6.6,91.0,576.0
Simona Kossak,Biography,6.0,100.0,421.0
Levoton Tuhkimo,Biography,6.4,88.0,541.0
Faruk,Biography,6.6,97.0,453.0
The Man Who Loved UFOs,Biography,5.3,107.0,651.0
Filmlovers!,Biography,6.0,88.0,222.0
Wingless,Biography,7.2,110.0,235.0
La Grande,Biography,9.0,95.0,43.0
Silvio,Biography,3.1,114.0,560.0
Becoming Hitchcock: The Legacy of Blackmail,Biography,7.2,72.0,293.0
God Be with Us,Biography,6.3,90.0,18.0
Saint Nick of Bethlehem,Biography,8.8,93.0,105.0
Madu,Biography,5.3,100.0,274.0
Patrice: The Movie,Biography,8.3,102.0,244.0
Yatra 2,Biography,6.2,132.0,9700.0
"Siggi - drengen, der blev FBI-spion",Biography,6.7,90.0,146.0
Ol' Dirty Bastard: A Tale of Two Dirtys,Biography,6.7,86.0,240.0
Diane von Furstenberg: Woman in Charge,Biography,7.3,97.0,337.0
Blood'less' Revolution,Biography,6.7,103.0,328.0
Hyper: The Stevie Hyper D Story,Biography,8.8,91.0,31.0
Estimados Señores,Biography,7.7,98.0,67.0
Janis Ian: Breaking Silence,Biography,7.8,114.0,169.0
Sharon Stone: Survival Instinct,Biography,6.7,52.0,84.0
Pastor's Kid,Biography,6.2,90.0,47.0
Miséria,Biography,4.1,99.0,110.0
Sadik Ahmet,Biography,7.6,125.0,448.0
Chabuca,Biography,6.7,113.0,262.0
Malevych,Biography,6.4,90.0,10.0
Hope of Escape,Biography,7.8,91.0,47.0
Klitschko: More Than a Fight,Biography,6.3,96.0,520.0
Raghuveer,Biography,8.9,125.0,68.0
Satyashodhak,Biography,8.3,145.0,384.0
The Movie Man,Biography,7.6,89.0,234.0
Born to Be Wild: The Story of Steppenwolf,Biography,7.0,100.0,55.0
Cookster: The Darkest Days,Biography,8.0,119.0,47.0
Padatik,Biography,7.9,126.0,122.0
"Carville: Winning Is Everything, Stupid",Biography,7.2,98.0,283.0
Ennio Doris - C'è anche domani,Biography,4.6,90.0,111.0
Schindler Space Architect,Biography,7.1,93.0,12.0
Looking for Simone,Biography,7.1,93.0,19.0
Michael Jackson: Ungloved,Biography,6.3,60.0,29.0
Karina,Biography,6.3,90.0,70.0
30 to 45,Biography,3.5,118.0,21.0
Dr. Hedgewar,Biography,7.4,160.0,17.0
Il était une fois Michel Legrand,Biography,7.7,109.0,59.0
Memoir Seorang Guru,Biography,7.1,120.0,139.0
Bach - Ein Weihnachtswunder,Biography,6.2,89.0,173.0
The World According to Allee Willis,Biography,7.9,97.0,111.0
Go Against the Flow,Biography,5.3,97.0,175.0
Mit einem Tiger schlafen,Biography,6.8,107.0,158.0
The Legend of Sudarshan Chakra,Biography,9.0,160.0,27.0
Funmilayo Ransome-Kuti,Biography,8.5,91.0,103.0
Sube a mi Nube,Biography,5.9,110.0,60.0
"Sean Penn, L'enfant terrible de l'Amérique",Biography,6.9,52.0,55.0
Padu,Biography,5.2,97.0,84.0
La herencia de Flora,Biography,5.8,134.0,6.0
The Ballad of Suzanne Césaire,Biography,5.7,75.0,41.0
Der Soldat Monika,Biography,6.8,109.0,32.0
Komandir,Biography,6.3,131.0,543.0
Don't Ever Stop,Biography,9.5,85.0,34.0
Bröderna Andersson,Biography,7.1,84.0,143.0
Knock Out Blonde: The Kellie Maloney Story,Biography,6.0,90.0,24.0
Taghiev: Oil,Biography,9.1,120.0,96.0
Da Vinci,Biography,8.3,81.0,85.0
Powstaniec 1863,Biography,5.3,115.0,150.0
Main Mulayam Singh Yadav,Biography,3.8,120.0,202.0
Daytime Revolution,Biography,6.8,108.0,115.0
Waldo,Biography,6.8,104.0,21.0
"Mary, Marianna, Maria: Ta agnosta ellinika hronia tis Kallas",Biography,7.7,103.0,17.0
Glenn Fredly: The Movie,Biography,6.7,121.0,134.0
Janet Jackson: In Control,Biography,5.1,60.0,10.0
Niepewnosc. Zakochany Mickiewicz,Biography,3.7,113.0,57.0
Gold,Biography,7.7,126.0,83.0
Harta Tahta Raisa,Biography,4.0,110.0,72.0
Son Sarki: Ahmet'in Türküsü,Biography,1.5,101.0,115.0
Ninety Minutes Later,Biography,7.7,88.0,10.0
The Ballad of John and Yoko,Biography,8.5,101.0,18.0
Who Killed Lawrence of Arabia?,Biography,6.5,100.0,32.0
Concepción,Biography,7.8,140.0,32.0
Me Dicen El Panzer,Biography,7.6,90.0,11.0
Yaremchuk: Nezrivniannyi svit krasy,Biography,8.6,92.0,490.0
Charmian Clift: Life Burns High,Biography,7.9,80.0,15.0
Cartas Telepáticas,Biography,5.2,70.0,37.0
Ett hjärta är alltid rött,Biography,7.1,103.0,406.0
Paul Anka: His Way,Biography,7.3,100.0,12.0
All Access to Rossa 25 Shining Years,Biography,8.7,91.0,66.0
Un hombre libre,Biography,7.1,88.0,18.0
Kylie Minogue: Pop Icon,Biography,5.5,50.0,14.0
Giroud,Biography,6.7,80.0,33.0
Pod szarym niebem,Biography,7.2,81.0,54.0
Beethoven's Nine,Biography,7.2,90.0,12.0
Ruki vverkh!,Biography,5.5,102.0,280.0
Shahid,Biography,6.6,84.0,90.0
Spyral,Biography,8.4,83.0,22.0
Nonkonform,Biography,7.7,117.0,25.0
"Steven Spielberg, l'homme et l'enfant",Biography,6.7,56.0,58.0
Ray of Hope,Biography,7.5,105.0,13.0
Parviz Khan,Biography,5.9,110.0,230.0
Beethoven's Nine: Ode to Humanity,Biography,6.8,85.0,27.0
A nuestros amigos,Biography,7.5,90.0,17.0
Diddy: Summit to Plummet,Biography,2.4,60.0,225.0
Lafran,Biography,8.4,99.0,20.0
Fedya. Narodnyy futbolist,Biography,6.1,125.0,146.0
Ago,Biography,8.1,80.0,8.0
Im Schatten der Träume,Biography,7.4,90.0,15.0
"Kati: Eine Kür, die bleibt",Biography,6.1,99.0,87.0
The Man Died,Biography,2.9,105.0,9.0
Barnen från Camp Ashraf,Biography,5.3,88.0,21.0
Reba McEntire: Country Gold,Biography,7.4,60.0,11.0
Maurice And I,Biography,8.8,98.0,28.0
Not Taken: Origins,Biography,9.0,69.0,8.0
Golpe a Golpe (Blow by Blow),Biography,8.1,90.0,23.0
Nollbudget,Biography,8.3,72.0,11.0
La Joia: Bad Gyal,Biography,5.6,92.0,93.0
Lulu in Turin,Biography,8.5,76.0,6.0
Carles Sabater. No espereu res de mi,Biography,8.0,75.0,21.0
Luiz Melodia: No Coração do Brasil,Biography,7.6,75.0,40.0
"À l'école de l'universel: Germaine Le Goff, l'histoire d'une pionnière",Biography,6.8,53.0,6.0
Graciano Rocchigiani - Das Herz eines Boxers,Biography,9.2,123.0,52.0
Soares é Fixe,Biography,4.8,83.0,80.0
The Truth: The Journey Within,Biography,6.3,91.0,10.0
Manyam Dheerudu,Biography,5.8,114.0,3700.0
Zvanetskiy,Biography,7.3,90.0,15.0
"Marisol, llámame Pepa",Biography,6.8,87.0,122.0
"François Truffaut, le scénario de ma vie",Biography,6.9,98.0,52.0
9 sekund,Biography,4.6,91.0,69.0
Gevart,Biography,7.3,34.0,70.0
"Jacques Demy, le rose et le noir",Biography,6.9,88.0,15.0
Veljko od mora,Biography,7.4,53.0,17.0
"Dolly Parton: Bigger Hair, Bigger Heart",Biography,7.2,60.0,14.0
Nebesko,Biography,5.1,73.0,11.0
It'll Never Work,Biography,9.6,57.0,31.0
La valanga azzurra,Biography,7.8,90.0,12.0
COMA,Biography,8.7,80.0,14.0
Shaking It Up: The Life and Times of Liz Carpenter,Biography,8.0,77.0,10.0
Brev til Håkon Banken,Biography,8.2,80.0,30.0
"Lupicinio Rodrigues, Confissões de um Sofredor",Biography,7.4,99.0,7.0
Riv i hjertet,Biography,7.2,107.0,39.0
Giannis Spanos: Piso ap' ti markiza,Biography,7.7,118.0,21.0
Insula Fondane (Fondane Island),Biography,8.7,82.0,12.0
Iyunskaya polyn,Biography,8.7,79.0,7.0
RADA,Biography,8.8,73.0,5.0
87 Candles,Biography,9.1,55.0,11.0
¡Qué suerte hemos tenido!,Biography,7.5,62.0,18.0
Palace Guardians,Biography,9.3,64.0,8.0
Tapes of Revolution,Biography,9.4,75.0,7.0
Davaj Paradiso,Biography,8.8,63.0,30.0
Toquinho: Encontros e um Violão,Biography,8.6,90.0,5.0
"Georges Pompidou, la cruauté du pouvoir",Biography,6.5,104.0,7.0
Young Hearts,Family,7.9,99.0,6600.0
How to Make Millions Before Grandma Dies,Family,7.9,125.0,19000.0
Unsung Hero,Family,7.0,113.0,5400.0
Girl Haunts Boy,Family,6.3,100.0,3600.0
The Forge,Family,6.7,124.0,5400.0
Bibi Rajni,Family,8.4,143.0,756.0
Meiyazhagan,Family,8.4,177.0,18000.0
The Groomsmen: First Look,Family,6.1,82.0,438.0
You Gotta Believe,Family,5.8,104.0,1500.0
The Thundermans Return,Family,5.0,70.0,2000.0
Woodwalkers,Family,5.1,103.0,826.0
Gharat Ganpati,Family,7.8,139.0,555.0
And the Breadwinner Is...,Family,5.8,123.0,525.0
Cup,Family,8.7,146.0,91.0
2nd Miracle in Cell No. 7,Family,7.2,147.0,388.0
A Brother and 7 Siblings,Family,8.1,129.0,1900.0
A Sudden Case of Christmas,Family,5.1,91.0,1200.0
Aamar Boss,Family,7.9,139.0,587.0
Panda Plan,Family,5.1,99.0,1700.0
Runt,Family,6.4,91.0,621.0
Miracle Mile,Family,7.0,82.0,50.0
Dog Days,Family,6.7,120.0,342.0
Big World,Family,7.3,131.0,1600.0
Der Buchspazierer,Family,7.2,98.0,910.0
A Carpenter's Prayer,Family,5.4,91.0,146.0
Believe in Christmas,Family,6.1,90.0,892.0
Fear,Family,7.9,115.0,2900.0
Juliette in Spring,Family,6.4,95.0,350.0
Disaster Holiday,Family,4.9,93.0,796.0
Kardes Takimi,Family,3.5,95.0,620.0
Average Joe,Family,4.4,100.0,622.0
Brother,Family,6.1,140.0,2400.0
Véletlenül írtam egy könyvet,Family,7.3,98.0,907.0
Home Sweet Loan,Family,8.0,112.0,1100.0
The Legend of Catclaws Mountain,Family,3.3,104.0,192.0
Ghudchadi,Family,4.1,113.0,583.0
Bila Esok Ibu Tiada,Family,6.7,104.0,393.0
Father There is Only One 4,Family,5.2,90.0,725.0
Marry Christmas,Family,6.3,85.0,70.0
DeAr,Family,5.2,132.0,2000.0
Victoria må dø,Family,5.9,85.0,410.0
Brewster's Millions: Christmas,Family,5.6,100.0,202.0
The Primrose Railway Children,Family,5.0,81.0,155.0
Dedh Bigha Zameen,Family,6.9,100.0,793.0
Sabari,Family,6.4,129.0,5400.0
A Nashville Wish,Family,5.6,102.0,105.0
The Snow Sister,Family,7.0,96.0,2200.0
We Believe,Family,2.2,78.0,54.0
Grrr...,Family,4.0,121.0,1000.0
Skelly,Family,5.4,85.0,101.0
Magic Beach,Family,5.1,80.0,87.0
Like a Rolling Stone,Family,7.7,106.0,532.0
Daaru Na Peenda Hove,Family,7.5,111.0,2300.0
Børnene fra Sølvgade,Family,6.7,102.0,145.0
Dance Rivals,Family,5.8,93.0,77.0
My Eyes,Family,5.1,87.0,67.0
Khusma,Family,8.0,145.0,73.0
Laggam,Family,8.2,130.0,5100.0
Paper Flowers,Family,8.6,100.0,39.0
Rajakili,Family,4.8,122.0,631.0
Not Just a Goof,Family,7.7,87.0,480.0
Hashtag Tadev lagnam,Family,6.5,118.0,167.0
Domovyonok Kuzya,Family,5.8,90.0,907.0
"Love, Sitara",Family,5.3,105.0,313.0
Singapore Saloon,Family,6.0,137.0,1300.0
CBeebies Panto: Beauty and the Beast,Family,7.2,73.0,19.0
Juf Braaksel en de geniale ontsnapping,Family,4.2,83.0,73.0
Superkrachten voor je hoofd,Family,7.3,92.0,205.0
Babah,Family,6.4,129.0,196.0
Princesa Adormecida,Family,3.9,80.0,194.0
G for Gap,Family,7.1,103.0,622.0
Ole Aale,Family,8.6,142.0,417.0
Joy of Horses,Family,5.5,90.0,180.0
Nanak Naam Jahaz Hai,Family,9.2,140.0,16.0
Windcatcher,Family,5.4,80.0,421.0
Heidi,Family,6.4,100.0,9.0
Mujigae,Family,6.8,109.0,61.0
